Domain,Redirect,Agency,Status,Response Time,Title,Description,Keywords,Robots,Viewport,Canonical,OG Locale,OG Site Name,OG Type,OG Title,OG Description,OG Url,OG Image,OG Image Width,OG Image Height,OG Image Alt,Twitter Card,Twitter Title,Twitter Description,Twitter Image
aoa.gov,https://acl.gov/,Department of Health and Human Services,200,223,true,false,false,false,true,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false
betobaccofree.gov,https://betobaccofree.hhs.gov/,Department of Health and Human Services,200,761,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
afterschool.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
brainhealth.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
bam.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
brain.gov,https://braininitiative.nih.gov/,Department of Health and Human Services,200,433,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
birthcontrol.gov,https://reproductivehealthservices.gov/,Department of Health and Human Services,200,599,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true
cerebrosano.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cdcpartners.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
clinicaltrials.gov,https://clinicaltrials.gov/,Department of Health and Human Services,200,177,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
cancer.gov,https://www.cancer.gov/,Department of Health and Human Services,200,185,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,false,false,true,false,false,false
cdc.gov,https://www.cdc.gov/,Department of Health and Human Services,200,221,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
coronavirus.gov,https://www.cdc.gov/coronavirus/2019-ncov/index.html,Department of Health and Human Services,200,144,true,true,false,true,true,true,false,true,true,true,true,false,true,false,false,false,true,true,true,true,true
childwelfare.gov,https://www.childwelfare.gov/,Department of Health and Human Services,200,71,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cms.gov,https://www.cms.gov/,Department of Health and Human Services,200,209,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
covid.gov,https://www.covid.gov/,Department of Health and Human Services,200,380,true,false,false,true,true,true,false,true,true,true,false,true,false,false,false,false,true,true,true,false,false
collegedrinkingprevention.gov,https://collegedrinkingprevention.gov/,Department of Health and Human Services,200,401,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
bioethics.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
clinicaltrial.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dhhs.gov,https://www.hhs.gov/,Department of Health and Human Services,200,131,true,false,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,true,false,false
covidtests.gov,https://www.covid.gov/tools-and-resources/resources/tests,Department of Health and Human Services,200,323,true,true,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false
covidtest.gov,https://www.covid.gov/tools-and-resources/resources/tests,Department of Health and Human Services,200,419,true,true,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false
donaciondeorganos.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
childcare.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cuidadodesalud.gov,https://www.cuidadodesalud.gov/es/,Department of Health and Human Services,200,240,true,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false
diabetescommittee.gov,https://www.niddk.nih.gov/about-niddk/advisory-coordinating-committees/diabetes-mellitus-interagency-coordinating-committee-dmicc?dkrd=lgdmn0022,Department of Health and Human Services,200,324,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
docline.gov,https://www.docline.gov/docline/needs_authentication/?next=/docline/,Department of Health and Human Services,200,384,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fatherhood.gov,http://fatherhood.gov/,Department of Health and Human Services,403,139,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
drugabuse.gov,https://nida.nih.gov/,Department of Health and Human Services,200,216,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,true,true,true,true,true,true
fda.gov,https://www.fda.gov/,Department of Health and Human Services,200,225,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,false,true
eldercare.gov,https://eldercare.gov/,Department of Health and Human Services,200,362,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
everytrycounts.gov,https://everytrycounts.betobaccofree.hhs.gov/,Department of Health and Human Services,200,497,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fitness.gov,https://health.gov/pcsfn,Department of Health and Human Services,200,106,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
findtreatment.gov,https://findtreatment.gov/,Department of Health and Human Services,200,185,true,true,false,false,true,false,false,true,false,true,true,true,true,false,false,false,false,false,false,false,false
familyplanning.gov,https://reproductivehealthservices.gov/,Department of Health and Human Services,200,369,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true
findsupport.gov,https://www.samhsa.gov/find-support,Department of Health and Human Services,200,409,true,true,false,false,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,false,true
encuentraapoyo.gov,https://www.samhsa.gov/encuentra-apoyo,Department of Health and Human Services,200,403,true,true,false,false,true,true,false,false,false,true,false,true,true,false,false,false,true,true,true,false,true
freshempire.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
flu.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
genome.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fruitsandveggiesmatter.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
foodsafety.gov,https://www.foodsafety.gov/,Department of Health and Human Services,200,190,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false
girlshealth.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
globalhealth.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
grants.gov,https://grants.gov/,Department of Health and Human Services,200,236,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
grantsolutions.gov,https://www.grantsolutions.gov/,Department of Health and Human Services,200,398,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gmta.gov,https://gmta.gov/,Department of Health and Human Services,200,416,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
health.gov,https://health.gov/,Department of Health and Human Services,200,54,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
healthcare.gov,https://www.healthcare.gov/,Department of Health and Human Services,200,259,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false
hc.gov,https://www.healthcare.gov/,Department of Health and Human Services,200,255,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false
guidelines.gov,https://www.ahrq.gov/gam/index.html,Department of Health and Human Services,200,747,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
guideline.gov,https://www.ahrq.gov/gam/index.html,Department of Health and Human Services,200,886,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
healthindicators.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
healthypeople.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
healthfinder.gov,https://health.gov/myhealthfinder,Department of Health and Human Services,200,15,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hhs.gov,https://www.hhs.gov/web/section-508/index.html,Department of Health and Human Services,200,125,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
healthdata.gov,https://healthdata.gov/,Department of Health and Human Services,200,674,true,false,false,false,true,false,false,true,true,true,false,true,true,false,false,false,false,false,false,false,false
healthit.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hhsops.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
idealab.gov,https://www.hhs.gov/cto/index.html,Department of Health and Human Services,404,257,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hiv.gov,https://www.hiv.gov/,Department of Health and Human Services,200,107,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true
hearttruth.gov,https://www.nhlbi.nih.gov/health-topics/education-and-awareness/heart-truth,Department of Health and Human Services,200,718,true,true,false,false,true,true,false,true,false,true,false,false,true,false,false,false,true,true,true,false,true
medicalbillrights.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
longtermcare.gov,http://longtermcare.gov/,Department of Health and Human Services,502,212,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hrsa.gov,https://www.hrsa.gov/,Department of Health and Human Services,200,238,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
insurekidsnow.gov,https://www.insurekidsnow.gov/,Department of Health and Human Services,200,309,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ihs.gov,https://www.ihs.gov/,Department of Health and Human Services,200,607,true,true,true,false,true,false,false,true,true,true,false,true,true,false,false,false,true,true,true,true,true
medlineplus.gov,https://medlineplus.gov/,Department of Health and Human Services,200,165,true,true,false,true,true,true,false,false,true,true,true,true,true,false,false,false,true,true,true,true,true
medicare.gov,https://www.medicare.gov/,Department of Health and Human Services,200,223,true,true,false,false,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,true,false
medicaid.gov,https://www.medicaid.gov/,Department of Health and Human Services,200,321,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
mesh.gov,https://meshb.nlm.nih.gov/,Department of Health and Human Services,200,554,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
mentalhealth.gov,https://www.samhsa.gov/mental-health,Department of Health and Human Services,200,360,true,true,false,false,true,true,false,false,false,true,false,true,true,false,false,false,true,true,true,false,true
hhsoig.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ncifcrf.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
mymedicare.gov,https://www.medicare.gov/my/home,Department of Health and Human Services,200,48,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nih.gov,https://www.nih.gov/,Department of Health and Human Services,200,342,true,true,true,true,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,true,false
nextlegends.gov,https://therealcost.betobaccofree.hhs.gov/nextlegends,Department of Health and Human Services,200,363,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
niosh.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nlm.gov,https://www.nlm.nih.gov/,Department of Health and Human Services,200,130,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
opioids.gov,https://www.hhs.gov/opioids/index.html,Department of Health and Human Services,200,136,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
organdonor.gov,https://www.organdonor.gov/,Department of Health and Human Services,200,133,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nnlm.gov,https://www.nnlm.gov/,Department of Health and Human Services,200,296,true,true,false,false,true,true,false,true,true,true,false,true,true,false,false,false,false,true,true,true,true
medicalcountermeasures.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
pandemicflu.gov,https://www.cdc.gov/flu/pandemic-resources/index.htm,Department of Health and Human Services,200,91,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
phe.gov,https://aspr.hhs.gov/Pages/Home.aspx,Department of Health and Human Services,200,141,true,false,false,false,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,false,false
pubmed.gov,https://pubmed.ncbi.nlm.nih.gov/,Department of Health and Human Services,200,151,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,false,true,true,true,true
psc.gov,https://www.hhs.gov/about/agencies/asa/psc/index.html,Department of Health and Human Services,200,231,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
smokefree.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
recoverymonth.gov,https://www.samhsa.gov/recovery-month,Department of Health and Human Services,200,136,true,true,false,false,true,true,false,false,false,true,false,true,true,false,false,false,true,true,true,false,true
reproductivehealthservices.gov,https://reproductivehealthservices.gov/,Department of Health and Human Services,200,368,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true
selectagents.gov,https://selectagents.gov/,Department of Health and Human Services,200,558,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
samhsa.gov,https://www.samhsa.gov/,Department of Health and Human Services,200,348,true,false,false,false,true,true,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true
surgeongeneral.gov,https://www.hhs.gov/surgeongeneral/index.html,Department of Health and Human Services,200,174,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false
stopbullying.gov,https://www.stopbullying.gov/,Department of Health and Human Services,200,263,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false
thebraininitiative.gov,https://braininitiative.nih.gov/,Department of Health and Human Services,200,357,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
stopalcoholabuse.gov,https://www.stopalcoholabuse.gov/,Department of Health and Human Services,200,421,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
simplereport.gov,https://www.simplereport.gov/,Department of Health and Human Services,200,699,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
therealcost.gov,https://therealcost.betobaccofree.hhs.gov/,Department of Health and Human Services,200,116,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
vaccine.gov,https://www.vaccines.gov/,Department of Health and Human Services,200,175,true,true,false,false,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true
thisfreelife.gov,https://smokefree.gov/,Department of Health and Human Services,200,370,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
tox21.gov,https://tox21.gov/,Department of Health and Human Services,200,473,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false
tobacco.gov,https://betobaccofree.hhs.gov/,Department of Health and Human Services,200,488,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
usphs.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
usbm.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
vaccines.gov,https://www.vaccines.gov/,Department of Health and Human Services,200,42,true,true,false,false,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true
vacines.gov,https://www.vaccines.gov/,Department of Health and Human Services,200,74,true,true,false,false,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true
vacine.gov,https://www.vaccines.gov/,Department of Health and Human Services,200,91,true,true,false,false,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true
womenshealth.gov,https://www.womenshealth.gov/,Department of Health and Human Services,200,69,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
vacunas.gov,https://www.vacunas.gov/,Department of Health and Human Services,200,99,true,true,false,false,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true
vacuna.gov,https://www.vacunas.gov/,Department of Health and Human Services,200,103,true,true,false,false,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true
whitehouseconferenceonaging.gov,https://whitehouseconferenceonaging.gov/,Department of Health and Human Services,200,343,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
visforvaccinated.gov,https://www.hhs.gov/visforvaccinated/index.html,Department of Health and Human Services,404,349,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cbp.gov,https://www.cbp.gov/,Department of Homeland Security,200,137,true,false,false,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
cyber.gov,https://www.cisa.gov/,Department of Homeland Security,200,199,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
biometrics.gov,https://www.dhs.gov/biometrics,Department of Homeland Security,200,194,true,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false
cisa.gov,https://www.cisa.gov/,Department of Homeland Security,200,233,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
youth.gov,https://youth.gov/,Department of Health and Human Services,200,538,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dns.gov,undefined,Department of Homeland Security,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cybersecurity.gov,https://www.cisa.gov/,Department of Homeland Security,200,36,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dhs.gov,https://www.dhs.gov/,Department of Homeland Security,200,39,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false
disasterassistance.gov,https://www.disasterassistance.gov/,Department of Homeland Security,200,117,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dotgov.gov,https://get.gov/,Department of Homeland Security,200,250,true,true,false,false,true,true,false,false,true,true,true,true,false,false,false,false,true,true,true,true,false
firstrespondertraining.gov,https://www.firstrespondertraining.gov/frts/,Department of Homeland Security,200,152,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fema.gov,https://www.fema.gov/,Department of Homeland Security,200,143,true,true,false,false,true,true,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false
e-verify.gov,https://www.e-verify.gov/,Department of Homeland Security,200,446,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
everify.gov,https://www.e-verify.gov/,Department of Homeland Security,200,509,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
evus.gov,https://www.evus.gov/,Department of Homeland Security,200,614,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
globalentry.gov,https://www.cbp.gov/travel/trusted-traveler-programs/global-entry,Department of Homeland Security,200,34,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
get.gov,https://get.gov/,Department of Homeland Security,200,39,true,true,false,false,true,true,false,false,true,true,true,true,false,false,false,false,true,true,true,true,false
floodsmart.gov,https://www.floodsmart.gov/,Department of Homeland Security,200,235,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
whaging.gov,undefined,Department of Health and Human Services,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
know2protect.gov,undefined,Department of Homeland Security,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
homelandsecurity.gov,https://www.dhs.gov/,Department of Homeland Security,200,45,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false
fleta.gov,https://www.fleta.gov/,Department of Homeland Security,200,1168,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fletc.gov,https://www.fletc.gov/,Department of Homeland Security,200,1189,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ice.gov,https://www.ice.gov/,Department of Homeland Security,200,247,true,true,false,false,true,true,false,false,true,true,false,true,false,false,false,false,false,false,true,false,false
juntos.gov,https://www.juntos.gov/es,Department of Homeland Security,200,890,true,true,false,false,true,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,true
ns.gov,undefined,Department of Homeland Security,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cpnireporting.gov,undefined,Department of Homeland Security,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
power2prevent.gov,undefined,Department of Homeland Security,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nmsc.gov,undefined,Department of Homeland Security,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
niem.gov,https://www.niem.gov/,Department of Homeland Security,200,171,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
preventionresourcefinder.gov,https://www.dhs.gov/prevention,Department of Homeland Security,200,96,true,false,false,false,true,true,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false
listo.gov,https://www.ready.gov/es,Department of Homeland Security,200,188,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ready.gov,https://www.ready.gov/,Department of Homeland Security,200,200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
readybusiness.gov,https://www.ready.gov/business,Department of Homeland Security,200,227,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
schoolsafety.gov,https://www.schoolsafety.gov/,Department of Homeland Security,200,293,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
us-cert.gov,https://www.cisa.gov/,Department of Homeland Security,200,115,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
stopransomware.gov,https://www.cisa.gov/stopransomware,Department of Homeland Security,200,139,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false
secretservice.gov,https://www.secretservice.gov/,Department of Homeland Security,200,160,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
tsa.gov,https://www.tsa.gov/,Department of Homeland Security,200,172,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
together.gov,https://www.together.gov/,Department of Homeland Security,200,354,true,true,false,false,true,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,true
uscg.gov,undefined,Department of Homeland Security,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
usss.gov,https://www.secretservice.gov/,Department of Homeland Security,200,60,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscis.gov,https://www.uscis.gov/,Department of Homeland Security,200,226,true,false,false,false,true,true,false,true,true,true,false,true,true,false,false,false,true,true,true,false,true
nic.gov,http://www.nic.gov/,Department of Homeland Security,403,234,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
disasterhousing.gov,https://www.hud.gov/,Department of Housing and Urban Development,200,734,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false
hudoig.gov,https://hudoig.gov/,Department of Housing and Urban Development,403,71,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
huduser.gov,https://www.huduser.gov/,Department of Housing and Urban Development,200,280,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fha.gov,https://www.hud.gov/fha,Department of Housing and Urban Development,200,145,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false
hud.gov,https://www.hud.gov/,Department of Housing and Urban Development,200,433,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false
ginniemae.gov,https://www.ginniemae.gov/pages/default.aspx,Department of Housing and Urban Development,200,829,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nationalhousinglocator.gov,undefined,Department of Housing and Urban Development,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nationalhousing.gov,https://www.hud.gov/,Department of Housing and Urban Development,200,161,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false
nls.gov,https://www.hud.gov/,Department of Housing and Urban Development,200,157,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false
nhl.gov,https://www.hud.gov/,Department of Housing and Urban Development,200,410,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false
opportunityzones.gov,https://opportunityzones.hud.gov/,Department of Housing and Urban Development,200,573,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
atfonline.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
bja.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ada.gov,https://www.ada.gov/,Department of Justice,200,90,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false
atf.gov,https://www.atf.gov/,Department of Justice,200,242,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
amberalert.gov,https://amberalert.ojp.gov/,Department of Justice,200,366,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true
bop.gov,https://www.bop.gov/,Department of Justice,200,200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cjis.gov,undefined,Department of Justice,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
bjs.gov,https://bjs.ojp.gov/,Department of Justice,200,409,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,true,true
bats.gov,https://live.bats.gov/BATS/,Department of Justice,200,739,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
biometriccoe.gov,https://fbibiospecs.fbi.gov/,Department of Justice,200,963,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
