domain,agency,status,redirect,https,dot_gov,www
listo.gov,Department of Homeland Security,200,https://www.ready.gov/es,true,true,true
niem.gov,Department of Homeland Security,200,https://www.niem.gov/,true,true,true
ready.gov,Department of Homeland Security,200,https://www.ready.gov/,true,true,true
preventionresourcefinder.gov,Department of Homeland Security,200,https://www.dhs.gov/prevention,true,true,true
nmsc.gov,Department of Homeland Security,200,http://www.nmsc.gov/,false,true,false
readybusiness.gov,Department of Homeland Security,200,https://www.ready.gov/business,true,true,true
secretservice.gov,Department of Homeland Security,200,https://www.secretservice.gov/,true,true,true
schoolsafety.gov,Department of Homeland Security,200,https://www.schoolsafety.gov/,true,true,true
together.gov,Department of Homeland Security,200,https://www.together.gov/,true,true,true
stopransomware.gov,Department of Homeland Security,200,https://www.cisa.gov/stopransomware,true,true,true
tsa.gov,Department of Homeland Security,200,https://www.tsa.gov/,true,true,true
us-cert.gov,Department of Homeland Security,200,https://www.cisa.gov/,true,true,true
uscg.gov,Department of Homeland Security,500,undefined,undefined,undefined,false
uscis.gov,Department of Homeland Security,200,https://www.uscis.gov/,true,true,true
usss.gov,Department of Homeland Security,200,https://www.secretservice.gov/,true,true,true
disasterhousing.gov,Department of Housing and Urban Development,200,https://www.hud.gov/,true,true,true
fha.gov,Department of Housing and Urban Development,200,https://www.hud.gov/fha,true,true,true
ginniemae.gov,Department of Housing and Urban Development,200,https://www.ginniemae.gov/pages/default.aspx,true,true,true
nic.gov,Department of Homeland Security,403,http://www.nic.gov/,false,true,false
hudoig.gov,Department of Housing and Urban Development,403,https://hudoig.gov/,true,true,false
hudhomestore.gov,Department of Housing and Urban Development,200,https://www.hudhomestore.gov/,true,true,true
hud.gov,Department of Housing and Urban Development,200,https://www.hud.gov/,true,true,true
huduser.gov,Department of Housing and Urban Development,200,https://www.huduser.gov/,true,true,true
nationalhousing.gov,Department of Housing and Urban Development,200,https://www.hud.gov/,true,true,true
nationalhousinglocator.gov,Department of Housing and Urban Development,500,undefined,undefined,undefined,false
nls.gov,Department of Housing and Urban Development,200,https://www.hud.gov/,true,true,true
ada.gov,Department of Justice,200,https://www.ada.gov/,true,true,true
nhl.gov,Department of Housing and Urban Development,200,https://www.hud.gov/,true,true,true
opportunityzones.gov,Department of Housing and Urban Development,200,https://opportunityzones.hud.gov/,true,true,true
atfonline.gov,Department of Justice,500,undefined,undefined,undefined,false
atf.gov,Department of Justice,200,https://www.atf.gov/,true,true,true
amberalert.gov,Department of Justice,200,https://amberalert.ojp.gov/,true,true,true
bja.gov,Department of Justice,500,undefined,undefined,undefined,false
biometriccoe.gov,Department of Justice,200,https://fbibiospecs.fbi.gov/,true,true,false
bop.gov,Department of Justice,200,https://www.bop.gov/,true,true,false
cjis.gov,Department of Justice,500,undefined,undefined,undefined,false
bats.gov,Department of Justice,200,https://live.bats.gov/BATS/,true,true,true
campusdrugprevention.gov,Department of Justice,200,https://www.campusdrugprevention.gov/,true,true,true
bjs.gov,Department of Justice,200,https://bjs.ojp.gov/,true,true,true
dea.gov,Department of Justice,200,https://www.dea.gov/,true,true,true
crimesolutions.gov,Department of Justice,200,https://crimesolutions.ojp.gov/,true,true,true
crimevictims.gov,Department of Justice,200,https://ovc.ojp.gov/help-for-victims/overview,true,true,true
doj.gov,Department of Justice,500,undefined,undefined,undefined,false
cybercrime.gov,Department of Justice,200,https://www.justice.gov/criminal/criminal-ccips,true,true,true
deaecom.gov,Department of Justice,200,https://deaecom.gov/,true,true,false
dsac.gov,Department of Justice,200,https://www.dsac.gov/,true,true,true
fbi.gov,Department of Justice,200,https://www.fbi.gov/,true,true,true
epic.gov,Department of Justice,200,https://www.dea.gov/what-we-do/law-enforcement/epic,true,true,true
fara.gov,Department of Justice,200,https://www.justice.gov/nsd-fara,true,true,true
fbihr.gov,Department of Justice,500,undefined,undefined,undefined,false
fbijobs.gov,Department of Justice,200,https://fbijobs.gov/,true,true,true
elderjustice.gov,Department of Justice,200,https://www.justice.gov/elderjustice,true,true,true
foia.gov,Department of Justice,200,https://www.foia.gov/,true,true,true
firstfreedom.gov,Department of Justice,200,https://www.justice.gov/crt/combating-religious-discrimination-and-protecting-religious-freedom-12,true,true,true
fbilab.gov,Department of Justice,200,http://www.fbilab.gov/,false,true,false
getsmartaboutdrugs.gov,Department of Justice,200,https://www.getsmartaboutdrugs.gov/,true,true,true
ic3.gov,Department of Justice,200,https://www.ic3.gov/,true,true,true
fpi.gov,Department of Justice,200,http://www.fpi.gov/,false,true,false
jcode.gov,Department of Justice,500,undefined,undefined,undefined,false
interpol.gov,Department of Justice,200,https://www.justice.gov/interpol-washington,true,true,true
iprcenter.gov,Department of Justice,200,https://www.iprcenter.gov/,true,true,true
justthinktwice.gov,Department of Justice,200,https://www.justthinktwice.gov/,true,true,true
justice.gov,Department of Justice,200,https://www.justice.gov/,true,true,true
juvenilecouncil.gov,Department of Justice,200,https://juvenilecouncil.ojp.gov/,true,true,true
learnatf.gov,Department of Justice,200,https://learnatf.gov/landingpage/index.html,true,true,true
learndoj.gov,Department of Justice,200,https://www.justice.gov/jmd/learndoj,true,true,true
safetyact.gov,Department of Homeland Security,500,undefined,undefined,undefined,false
forfeiture.gov,Department of Justice,200,https://www.forfeiture.gov/,true,true,false
leo.gov,Department of Justice,500,undefined,undefined,undefined,false
malwareinvestigator.gov,Department of Justice,500,undefined,undefined,undefined,false
lep.gov,Department of Justice,500,undefined,undefined,undefined,false
medalofvalor.gov,Department of Justice,500,undefined,undefined,undefined,false
nicic.gov,Department of Justice,200,https://nicic.gov/,true,true,true
ncirc.gov,Department of Justice,200,https://ncirc.bja.ojp.gov/,true,true,true
nationalgangcenter.gov,Department of Justice,200,https://nationalgangcenter.ojp.gov/,true,true,true
namus.gov,Department of Justice,200,https://namus.nij.ojp.gov/,true,true,true
ncjrs.gov,Department of Justice,200,https://www.ojp.gov/ncjrs/new-ojp-resources,true,true,true
nsopw.gov,Department of Justice,200,https://www.nsopw.gov/,true,true,true
nicsezcheckfbi.gov,Department of Justice,200,https://nicsezcheckfbi.gov/,true,true,false
nij.gov,Department of Justice,200,https://nij.ojp.gov/,true,true,true
nvtc.gov,Department of Justice,200,https://www.fbi.gov/about/leadership-and-structure/intelligence/national-virtual-translation-center,true,true,true
ojp.gov,Department of Justice,200,https://ojp.gov/,true,true,false
nsopr.gov,Department of Justice,200,http://www.nsopr.gov/,false,true,false
nmvtis.gov,Department of Justice,200,https://vehiclehistory.bja.ojp.gov/,true,true,true
ojjdp.gov,Department of Justice,200,https://ojjdp.ojp.gov/,true,true,true
projectsafeneighborhoods.gov,Department of Justice,200,https://www.justice.gov/psn,true,true,true
ovc.gov,Department of Justice,200,https://ovc.ojp.gov/,true,true,true
ovcttac.gov,Department of Justice,200,https://www.ovcttac.gov/,true,true,true
rcfl.gov,Department of Justice,200,https://www.rcfl.gov/,true,true,true
reentry.gov,Department of Justice,500,undefined,undefined,undefined,false
projectsafechildhood.gov,Department of Justice,200,https://www.justice.gov/psc,true,true,true
psob.gov,Department of Justice,200,https://psob.bja.ojp.gov/,true,true,true
seized.gov,Department of Justice,500,undefined,undefined,undefined,false
servicemembers.gov,Department of Justice,200,https://www.justice.gov/servicemembers,true,true,true
scra.gov,Department of Justice,200,https://www.justice.gov/servicemembers,true,true,true
smart.gov,Department of Justice,200,https://smart.ojp.gov/,true,true,true
tribaljusticeandsafety.gov,Department of Justice,200,https://www.justice.gov/tribal,true,true,true
unicor.gov,Department of Justice,500,undefined,undefined,undefined,false
userra.gov,Department of Justice,200,https://www.justice.gov/servicemembers,true,true,true
usdoj.gov,Department of Justice,200,https://www.justice.gov/,true,true,true
usmarshals.gov,Department of Justice,200,https://www.usmarshals.gov/,true,true,false
vcf.gov,Department of Justice,200,https://www.vcf.gov/,true,true,true
ucrdatatool.gov,Department of Justice,200,http://www.ucrdatatool.gov/,false,true,false
vehiclehistory.gov,Department of Justice,200,https://vehiclehistory.bja.ojp.gov/,true,true,true
apprenticeship.gov,Department of Labor,200,https://www.apprenticeship.gov/,true,true,true
apprenticeships.gov,Department of Labor,200,https://www.apprenticeship.gov/,true,true,true
bls.gov,Department of Labor,200,https://www.bls.gov/,true,true,false
benefits.gov,Department of Labor,200,https://www.benefits.gov/,true,true,true
dol.gov,Department of Labor,200,https://www.dol.gov/,true,true,true
tsc.gov,Department of Justice,503,http://tsc.gov/,false,true,false
goodjobs.gov,Department of Labor,200,https://www.dol.gov/general/good-jobs,true,true,true
doleta.gov,Department of Labor,200,https://doleta.gov/,true,true,false
employer.gov,Department of Labor,200,https://www.employer.gov/,true,true,false
dol-esa.gov,Department of Labor,200,http://www.dol-esa.gov/,false,true,false
govloans.gov,Department of Labor,200,https://www.govloans.gov/,true,true,true
hirevets.gov,Department of Labor,200,https://www.hirevets.gov/,true,true,true
labor.gov,Department of Labor,500,undefined,undefined,undefined,false
jobcorps.gov,Department of Labor,200,https://www.jobcorps.gov/,true,true,true
migrantworker.gov,Department of Labor,200,https://www.dol.gov/general/migrantworker,true,true,true
mshastanddown.gov,Department of Labor,200,https://www.msha.gov/may-17-stand-down-save-lives,true,true,true
msha.gov,Department of Labor,200,https://www.msha.gov/,true,true,true
osha.gov,Department of Labor,200,https://www.osha.gov/,true,true,true
persuader-reports.gov,Department of Labor,200,https://olmsapps.dol.gov/olpdr/?_ga=2.74983826.1266377990.1664734643-131188624.1645563445,true,true,true
trainingproviderresults.gov,Department of Labor,200,https://www.trainingproviderresults.gov/,true,true,true
ui.gov,Department of Labor,200,https://www.dol.gov/,true,true,false
trabajadormigrante.gov,Department of Labor,200,https://www.dol.gov/general/trabajadormigrante,true,true,true
unionreports.gov,Department of Labor,200,https://olmsapps.dol.gov/olpdr/,true,true,true
unemployment.gov,Department of Labor,200,https://www.dol.gov/,true,true,false
whistleblowers.gov,Department of Labor,200,https://www.whistleblowers.gov/,true,true,true
veterans.gov,Department of Labor,200,https://www.dol.gov/agencies/vets?utm_source=veterans_gov&utm_medium=redirect&utm_campaign=veterans_gov_redirect,true,true,true
workcenter.gov,Department of Labor,200,https://www.workcenter.gov/,true,true,true
worker.gov,Department of Labor,200,https://www.worker.gov/,true,true,true
youthrules.gov,Department of Labor,200,https://www.dol.gov/agencies/whd/youthrules,true,true,true
wrp.gov,Department of Labor,200,https://www.wrp.gov/wrp,true,true,true
fan.gov,Department of State,500,undefined,undefined,undefined,false
fsgb.gov,Department of State,200,https://www.fsgb.gov/fsgb_public,true,true,false
devtestfan1.gov,Department of State,200,http://www.devtestfan1.gov/,false,true,false
osac.gov,Department of State,200,http://www.osac.gov/,false,true,false
pepfar.gov,Department of State,200,https://www.state.gov/pepfar/,true,true,true
preprodfan.gov,Department of State,200,http://www.preprodfan.gov/,false,true,false
securitytestfan.gov,Department of State,200,http://www.securitytestfan.gov/,false,true,false
america.gov,Department of State,200,https://share.america.gov/,true,true,false
supportfan.gov,Department of State,500,undefined,undefined,undefined,false
stateoig.gov,Department of State,403,https://www.stateoig.gov/,true,true,true
usaseanconnect.gov,Department of State,500,undefined,undefined,undefined,false
state.gov,Department of State,200,https://www.state.gov/,true,true,true
iawg.gov,Department of State,500,undefined,undefined,undefined,false
ibwc.gov,Department of State,500,undefined,undefined,undefined,false
usconsulate.gov,Department of State,200,https://www.state.gov/,true,true,false
bts.gov,Department of Transportation,200,https://www.bts.gov/,true,true,false
911.gov,Department of Transportation,200,https://www.911.gov/,true,true,false
distraction.gov,Department of Transportation,500,undefined,undefined,undefined,false
distracteddriving.gov,Department of Transportation,200,https://www.nhtsa.gov/risky-driving/distracted-driving,true,true,true
usdoscloud.gov,Department of State,200,http://www.usdoscloud.gov/,false,true,false
usmission.gov,Department of State,200,https://www.state.gov/,true,true,false
usembassy.gov,Department of State,200,https://www.usembassy.gov/,true,true,true
dotideahub.gov,Department of Transportation,500,undefined,undefined,undefined,false
ems.gov,Department of Transportation,500,undefined,undefined,undefined,false
dot.gov,Department of Transportation,500,undefined,undefined,undefined,false
esc.gov,Department of Transportation,500,undefined,undefined,undefined,false
faa.gov,Department of Transportation,500,undefined,undefined,undefined,false
flightrights.gov,Department of Transportation,200,https://www.transportation.gov/airconsumer/airline-customer-service-dashboard,true,true,true
nhtsa.gov,Department of Transportation,200,https://www.nhtsa.gov/,true,true,true
flyhealthy.gov,Department of Transportation,200,https://www.flyhealthy.gov/flyhealthy,true,true,true
protectyourmove.gov,Department of Transportation,200,https://www.fmcsa.dot.gov/protect-your-move,true,true,false
safeocs.gov,Department of Transportation,200,https://safeocs.gov/,true,true,false
jccbi.gov,Department of Transportation,200,http://www.jccbi.gov/,false,true,false
safercar.gov,Department of Transportation,200,https://www.nhtsa.gov/campaign/safercargov?redirect-safercar-sitewide,true,true,false
safertruck.gov,Department of Transportation,200,https://www.nhtsa.gov/safertruck?redirect-safertruck-sitewide,true,true,false
trafficsafetymarketing.gov,Department of Transportation,200,https://www.trafficsafetymarketing.gov/,true,true,true
transportation.gov,Department of Transportation,200,https://www.transportation.gov/,true,true,true
reach.gov,Department of Veterans Affairs,200,https://www.va.gov/REACH/default.asp,true,true,true
ehr.gov,Department of Veterans Affairs,200,http://www.ehr.gov/,false,true,false
va.gov,Department of Veterans Affairs,200,https://www.va.gov/,true,true,true
faasafety.gov,Department of Transportation,200,https://www.faasafety.gov/,true,true,false
vets.gov,Department of Veterans Affairs,200,https://www.va.gov/,true,true,true
vaoig.gov,Department of Veterans Affairs,200,https://www.vaoig.gov/,true,true,true
bia.gov,Department of the Interior,200,https://www.bia.gov/,true,true,true
acwi.gov,Department of the Interior,200,https://acwi.gov/,true,true,true
anstaskforce.gov,Department of the Interior,200,https://www.fws.gov/program/aquatic-nuisance-species-task-force,true,true,true
boemre.gov,Department of the Interior,500,undefined,undefined,undefined,false
safecar.gov,Department of Transportation,500,undefined,undefined,undefined,false
bor.gov,Department of the Interior,500,undefined,undefined,undefined,false
boem.gov,Department of the Interior,200,https://www.boem.gov/,true,true,true
sharetheroadsafely.gov,Department of Transportation,200,https://www.fmcsa.dot.gov/ourroads,true,true,false
bsee.gov,Department of the Interior,200,https://www.bsee.gov/,true,true,true
conservation.gov,Department of the Interior,200,https://www.conservation.gov/,true,true,true
criticalminerals.gov,Department of the Interior,500,undefined,undefined,undefined,false
blm.gov,Department of the Interior,500,undefined,undefined,undefined,false
coralreef.gov,Department of the Interior,200,https://coralreef.gov/,true,true,false
btfa.gov,Department of the Interior,200,https://www.doi.gov/ost,true,true,true
doi.gov,Department of the Interior,200,https://www.doi.gov/,true,true,true
evergladesrestoration.gov,Department of the Interior,200,https://www.evergladesrestoration.gov/,true,true,true
doioig.gov,Department of the Interior,200,https://www.doioig.gov/,true,true,true
cupcao.gov,Department of the Interior,500,undefined,undefined,undefined,false
fcg.gov,Department of the Interior,500,undefined,undefined,undefined,false
ficor.gov,Department of the Interior,403,http://ficor.gov/,false,true,false
everykidoutdoors.gov,Department of the Interior,200,https://everykidoutdoors.gov/index.htm,true,true,true
fgdc.gov,Department of the Interior,200,https://fgdc.gov/,true,true,false
firenet.gov,Department of the Interior,503,http://firenet.gov/,false,true,false
earthquake.gov,Department of the Interior,200,https://www.usgs.gov/programs/earthquake-hazards,true,true,true
fws.gov,Department of the Interior,200,https://www.fws.gov/,true,true,true
fireleadership.gov,Department of the Interior,500,undefined,undefined,undefined,false
geoplatform.gov,Department of the Interior,200,https://geoplatform.gov/,true,true,false
indianaffairs.gov,Department of the Interior,200,https://www.bia.gov/,true,true,true
iat.gov,Department of the Interior,200,https://www.iat.gov/,true,true,false
gcmrc.gov,Department of the Interior,200,https://www.usgs.gov/centers/sbsc/about/gcmrc,true,true,true
interior.gov,Department of the Interior,200,https://www.doi.gov/,true,true,true
invasivespecies.gov,Department of the Interior,200,https://www.doi.gov/invasivespecies/,true,true,true
lacoast.gov,Department of the Interior,503,https://lacoast.gov/,true,true,false
landimaging.gov,Department of the Interior,500,undefined,undefined,undefined,false
landfire.gov,Department of the Interior,200,https://landfire.gov/,true,true,false
lca.gov,Department of the Interior,500,undefined,undefined,undefined,false
lmvsci.gov,Department of the Interior,500,undefined,undefined,undefined,false
firecode.gov,Department of the Interior,500,undefined,undefined,undefined,false
mms.gov,Department of the Interior,500,undefined,undefined,undefined,false
firescience.gov,Department of the Interior,500,undefined,undefined,undefined,false
lcrmscp.gov,Department of the Interior,500,undefined,undefined,undefined,false
mtbs.gov,Department of the Interior,200,https://mtbs.gov/,true,true,false
mrlc.gov,Department of the Interior,200,https://www.mrlc.gov/,true,true,true
mitigationcommission.gov,Department of the Interior,500,undefined,undefined,undefined,false
nationalmap.gov,Department of the Interior,301,https://nationalmap.gov/,true,true,false
nbc.gov,Department of the Interior,500,undefined,undefined,undefined,false
nfpors.gov,Department of the Interior,200,https://nfpors.gov/,true,true,false
onhir.gov,Department of the Interior,403,http://onhir.gov/,false,true,false
nps.gov,Department of the Interior,200,https://nps.gov/index.htm,true,true,false
onrr.gov,Department of the Interior,200,https://onrr.gov/,true,true,false
osm.gov,Department of the Interior,500,undefined,undefined,undefined,false
jem.gov,Department of the Interior,500,undefined,undefined,undefined,false
nifc.gov,Department of the Interior,500,undefined,undefined,undefined,false
nemi.gov,Department of the Interior,200,https://www.nemi.gov/home/,true,true,true
osmre.gov,Department of the Interior,200,https://www.osmre.gov/,true,true,true
reportband.gov,Department of the Interior,301,https://reportband.gov/,true,true,false
safecom.gov,Department of the Interior,200,https://safecom.gov/,true,true,false
rivers.gov,Department of the Interior,200,https://www.rivers.gov/,true,true,true
salmonrecovery.gov,Department of the Interior,200,https://www.salmonrecovery.gov/,true,true,true
sciencebase.gov,Department of the Interior,200,https://www.sciencebase.gov/,true,true,true
piedrasblancas.gov,Department of the Interior,500,undefined,undefined,undefined,false
sierrawild.gov,Department of the Interior,200,https://www.sierrawild.gov/,true,true,true
usgs.gov,Department of the Interior,200,https://www.usgs.gov/,true,true,true
volcano.gov,Department of the Interior,500,undefined,undefined,undefined,false
volunteer.gov,Department of the Interior,500,undefined,undefined,undefined,false
watermonitor.gov,Department of the Interior,500,undefined,undefined,undefined,false
utahfireinfo.gov,Department of the Interior,200,https://utah-fire-info-utahdnr.hub.arcgis.com/,true,false,true
wlci.gov,Department of the Interior,200,https://wlci.gov/,true,true,false
ama.gov,Department of the Treasury,200,https://www.ama.gov/,true,true,false
usbr.gov,Department of the Interior,500,undefined,undefined,undefined,false
asap.gov,Department of the Treasury,200,https://asap.gov/,true,true,false
bankanswers.gov,Department of the Treasury,500,undefined,undefined,undefined,false
americathebeautifulquarters.gov,Department of the Treasury,200,https://www.usmint.gov/,true,true,false
bankcustomer.gov,Department of the Treasury,200,https://bankcustomer.gov/,true,true,false
ayudaconmibanco.gov,Department of the Treasury,200,https://ayudaconmibanco.gov/,true,true,false
bankhelp.gov,Department of the Treasury,200,https://bankhelp.gov/,true,true,false
bondpro.gov,Department of the Treasury,200,https://www.treasurydirect.gov/savings-bonds/cashing-a-bond/savings-bond-pro/,true,true,true
banknet.gov,Department of the Treasury,200,https://www.banknet.gov/,true,true,true
ccac.gov,Department of the Treasury,200,https://www.ccac.gov/,true,true,true
cdfifund.gov,Department of the Treasury,200,https://www.cdfifund.gov/,true,true,true
comptrollerofthecurrency.gov,Department of the Treasury,200,https://comptrollerofthecurrency.gov/,true,true,false
bankcustomerassistance.gov,Department of the Treasury,200,https://bankcustomerassistance.gov/,true,true,false
directoasucuenta.gov,Department of the Treasury,200,https://directoasucuenta.gov/gpw?language=es,true,true,false
eaglecash.gov,Department of the Treasury,500,undefined,undefined,undefined,false
eftps.gov,Department of the Treasury,200,https://www.eftps.gov/eftps/,true,true,true
eta-find.gov,Department of the Treasury,400,http://eta-find.gov/,false,true,false
bfem.gov,Department of the Treasury,500,undefined,undefined,undefined,false
bep.gov,Department of the Treasury,200,https://www.bep.gov/,true,true,false
federalspending.gov,Department of the Treasury,500,undefined,undefined,undefined,false
federalinvestments.gov,Department of the Treasury,200,https://www.treasurydirect.gov/government/federal-investments-program/,true,true,true
fedinvest.gov,Department of the Treasury,200,https://treasurydirect.gov/government/federal-investments-program/,true,true,false
ffb.gov,Department of the Treasury,200,https://www.ffb.gov/,true,true,true
financialresearch.gov,Department of the Treasury,200,https://www.financialresearch.gov/,true,true,true
complaintreferralexpress.gov,Department of the Treasury,500,undefined,undefined,undefined,false
financialstability.gov,Department of the Treasury,200,https://home.treasury.gov/data/troubled-asset-relief-program,true,true,true
fsoc.gov,Department of the Treasury,200,https://home.treasury.gov/policy-issues/financial-markets-financial-institutions-and-fiscal-service/fsoc,true,true,true
godirect.gov,Department of the Treasury,200,https://godirect.gov/gpw/,true,true,true
fincen.gov,Department of the Treasury,500,undefined,undefined,undefined,false
helpwithmybank.gov,Department of the Treasury,200,https://helpwithmybank.gov/,true,true,false
helpwithmycheckingaccount.gov,Department of the Treasury,200,https://helpwithmycheckingaccount.gov/,true,true,false
ethicsburg.gov,Department of the Treasury,500,undefined,undefined,undefined,false
eyenote.gov,Department of the Treasury,200,https://www.bep.gov/services/currency-accessibility/mobile-applications,true,true,false
helpwithmycreditcard.gov,Department of the Treasury,200,https://helpwithmycreditcard.gov/,true,true,false
ipac.gov,Department of the Treasury,500,undefined,undefined,undefined,false
helpwithmycreditcardbank.gov,Department of the Treasury,200,https://helpwithmycreditcardbank.gov/,true,true,false
helpwithmymortgage.gov,Department of the Treasury,200,https://helpwithmymortgage.gov/,true,true,false
helpwithmymortgagebank.gov,Department of the Treasury,200,https://helpwithmymortgagebank.gov/,true,true,false
ipp.gov,Department of the Treasury,200,https://www.ipp.gov/,true,true,true
irsauctions.gov,Department of the Treasury,200,https://www.irsauctions.gov/,true,true,true
irs.gov,Department of the Treasury,200,https://www.irs.gov/,true,true,true
irssales.gov,Department of the Treasury,200,https://www.irsauctions.gov/,true,true,true
its.gov,Department of the Treasury,200,https://its.gov/,true,true,false
makinghomeaffordable.gov,Department of the Treasury,200,https://home.treasury.gov/data/troubled-assets-relief-program/housing,true,true,true
irsnet.gov,Department of the Treasury,200,http://www.irsnet.gov/,false,true,false
mha.gov,Department of the Treasury,200,https://home.treasury.gov/data/troubled-assets-relief-program/housing,true,true,true
myira.gov,Department of the Treasury,500,undefined,undefined,undefined,false
moneyfactorystore.gov,Department of the Treasury,403,https://catalog.usmint.gov/bureau-of-engraving.html,true,true,true
myra.gov,Department of the Treasury,500,undefined,undefined,undefined,false
mytreasury.gov,Department of the Treasury,500,undefined,undefined,undefined,false
mymoney.gov,Department of the Treasury,200,https://www.mymoney.gov/,true,true,true
msb.gov,Department of the Treasury,500,undefined,undefined,undefined,false
nationalbank.gov,Department of the Treasury,404,https://nationalbank.gov/,true,true,false
nationalbankhelp.gov,Department of the Treasury,200,https://nationalbankhelp.gov/,true,true,false
navycash.gov,Department of the Treasury,500,undefined,undefined,undefined,false
occhelps.gov,Department of the Treasury,200,https://occhelps.gov/,true,true,false
occnet.gov,Department of the Treasury,500,undefined,undefined,undefined,false
ots.gov,Department of the Treasury,500,undefined,undefined,undefined,false
irsvideos.gov,Department of the Treasury,500,undefined,undefined,undefined,false
pay.gov,Department of the Treasury,200,https://www.pay.gov/,true,true,true
qatesttwai.gov,Department of the Treasury,500,undefined,undefined,undefined,false
nationalbanknet.gov,Department of the Treasury,404,https://nationalbanknet.gov/,true,true,false
moneyfactory.gov,Department of the Treasury,200,https://www.bep.gov/,true,true,false
savingsbond.gov,Department of the Treasury,200,https://savingsbond.gov/,true,true,false
occ.gov,Department of the Treasury,200,https://occ.gov/,true,true,false
savingsbondwizard.gov,Department of the Treasury,200,https://www.treasurydirect.gov/404/,true,true,true
savingsbonds.gov,Department of the Treasury,200,https://treasurydirect.gov/savings-bonds/,true,true,true
sigpr.gov,Department of the Treasury,200,https://www.sigpr.gov/,true,true,true
sigtarp.gov,Department of the Treasury,200,https://www.sigtarp.gov/,true,true,true
taaps.gov,Department of the Treasury,200,https://taaps.gov/,true,true,false
slgs.gov,Department of the Treasury,200,https://www.treasurydirect.gov/government/slgs/,true,true,false
tigtanet.gov,Department of the Treasury,500,undefined,undefined,undefined,false
transparency.gov,Department of the Treasury,500,undefined,undefined,undefined,false
tigta.gov,Department of the Treasury,200,https://www.tigta.gov/,true,true,true
treas.gov,Department of the Treasury,200,https://home.treasury.gov/,true,true,true
treaslockbox.gov,Department of the Treasury,200,https://treaslockbox.gov/,true,true,false
treasury.gov,Department of the Treasury,200,https://home.treasury.gov/,true,true,true
patriotbonds.gov,Department of the Treasury,500,undefined,undefined,undefined,false
treasuryauctions.gov,Department of the Treasury,200,https://treasuryauctions.gov/,true,true,false
treasuryauction.gov,Department of the Treasury,200,http://www.treasuryauction.gov/,false,true,false
treasurydirect.gov,Department of the Treasury,200,https://treasurydirect.gov/,true,true,false
treasuryhunt.gov,Department of the Treasury,200,https://www.treasurydirect.gov/savings-bonds/treasury-hunt/,true,true,true
ttb.gov,Department of the Treasury,403,https://www.ttb.gov/,true,true,false
treasuryscams.gov,Department of the Treasury,200,https://www.treasurydirect.gov/laws-and-regulations/fraud/,true,true,true
ttlplus.gov,Department of the Treasury,500,undefined,undefined,undefined,false
tax.gov,Department of the Treasury,500,undefined,undefined,undefined,false
tcis.gov,Department of the Treasury,500,undefined,undefined,undefined,false
usdebitcard.gov,Department of the Treasury,200,https://usdebitcard.gov/,true,true,false
usaspending.gov,Department of the Treasury,200,https://www.usaspending.gov/,true,true,true
usmint.gov,Department of the Treasury,200,https://www.usmint.gov/,true,true,true
ustreas.gov,Department of the Treasury,200,https://home.treasury.gov/,true,true,true
workplace.gov,Department of the Treasury,500,undefined,undefined,undefined,false
wizard.gov,Department of the Treasury,200,https://treasurydirect.gov/savings-bonds/savings-bond-calculator/,true,true,true
dni.gov,Director of National Intelligence,200,https://www.dni.gov/,true,true,true
famep.gov,Director of National Intelligence,500,undefined,undefined,undefined,false
treasuryecm.gov,Department of the Treasury,500,undefined,undefined,undefined,false
iarpa.gov,Director of National Intelligence,200,https://www.iarpa.gov/,true,true,true
iarpa-ideas.gov,Director of National Intelligence,200,https://iarpa-ideas.gov/client/signin.aspx,true,true,true
icjointduty.gov,Director of National Intelligence,200,https://www.dni.gov/index.php/careers/joint-duty,true,true,true
ttbonline.gov,Department of the Treasury,500,undefined,undefined,undefined,false
intel.gov,Director of National Intelligence,200,https://www.intel.gov/,true,true,true
twai.gov,Department of the Treasury,500,undefined,undefined,undefined,false
intelligence.gov,Director of National Intelligence,200,https://www.intelligence.gov/,true,true,true
ise.gov,Director of National Intelligence,200,https://www.dni.gov/index.php/,true,true,true
nctc.gov,Director of National Intelligence,200,https://www.dni.gov/index.php/nctc-home,true,true,true
ncsc.gov,Director of National Intelligence,200,https://www.dni.gov/index.php/ncsc-home,true,true,true
odni.gov,Director of National Intelligence,200,https://www.odni.gov/,true,true,true
ce-ncsc.gov,Director of National Intelligence,500,undefined,undefined,undefined,false
osis.gov,Director of National Intelligence,200,http://www.osis.gov/,false,true,false
ugov.gov,Director of National Intelligence,200,http://www.ugov.gov/,false,true,false
eac.gov,Election Assistance Commission,200,https://www.eac.gov/,true,true,true
helpamericavote.gov,Election Assistance Commission,200,https://www.eac.gov/help-america-vote,true,true,true
votebymail.gov,Election Assistance Commission,200,https://www.eac.gov/election-officials/voting-by-mail-absentee-voting,true,true,true
airnow.gov,Environmental Protection Agency,200,https://airnow.gov/,true,true,false
intelink.gov,Director of National Intelligence,500,undefined,undefined,undefined,false
energystar.gov,Environmental Protection Agency,200,https://www.energystar.gov/,true,true,true
ncix.gov,Director of National Intelligence,500,undefined,undefined,undefined,false
cbi-epa.gov,Environmental Protection Agency,200,http://www.cbi-epa.gov/,false,true,false
epa.gov,Environmental Protection Agency,200,https://www.epa.gov/,true,true,true
epaoig.gov,Environmental Protection Agency,200,https://www.epaoig.gov/,true,true,true
